Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Xtreme Focus	1690.00	452	5-7 days	0.0	1.0	4.5	95%	0	0	0
Appario Retail Private Ltd	1699.00	302,275		9.0	1.0053	4.5	93%	1	1	1
Best in Tech	1990.00	252		300.0	1.1775	4.5	94%	1	0	0
The-EStore	2090.00	154	1-4 days	400.0	1.2367	4.5	83%	0	0	0
