Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MULO	1699.00	6		0.0	1.0	4.5	83%	1	0	0
Appario Retail Private Ltd	1699.00	302,276		0.0	1.0	4.5	93%	1	1	1
