Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Peach Imports	4999.00	498		0.0	1.0	4.5	84%	1	0	1
G G	6086.00	4,506	11-19 days	1087.0	1.2174	4.5	87%	0	0	0
Cart2India SLP	6548.00	1,334	11-19 days	1549.0	1.3099	3	53%	0	0	0
