Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	382.00	302,394		0.0	1.0	4.5	93%	1	1	1
SHREE KHATU SHYAM	399.00			17.0	1.0445			0	0	0
FotoCart dot in	690.00	398		308.0	1.8063	4.5	86%	1	0	0
