Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	15555.00	302,149		65.0	1.0042	4.5	93%	1	1	1
SOUND MASTERS	15555.00	334		65.0	1.0042	5	100%	1	0	0
KERD5529	15490.00	6	6-8 days	0.0	1.0	4	67%	0	0	0
OMNI RETAIL	16865.00	227		1375.0	1.0888	4.5	84%	1	0	0
