Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	19900.00	302,215		0.0	1.0	4.5	93%	1	1	1
Peach Imports	29999.00	498	13-20 days	10099.0	1.5075	4.5	84%	0	0	0
Kiron	46250.00	476	11-19 days	26350.0	2.3241	5	100%	0	0	0
