Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cannycom Store	1683.00	696		0.0	1.0	4.5	93%	1	0	1
e9accessories	1685.00	9,671		2.0	1.0012	4.5	92%	1	0	0
Stonehenge Retail	1689.00	165		6.0	1.0036	4.5	89%	1	0	0
CLICKBUY	1695.00	959		12.0	1.0071	4.5	88%	1	0	0
KOP TECHNOS	1699.00	623		16.0	1.0095	4.5	83%	1	0	0
UniqueClick	1768.00	2,193		85.0	1.0505	4	81%	1	0	0
