Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	409.00	302,351		0.0	1.0	4.5	93%	1	1	1
Resonance world	529.00	350		120.0	1.2934	4.5	89%	1	0	0
LIFESTYLES	499.00	897	2-6 days	90.0	1.22	4.5	89%	0	0	0
ABC ENTERPRISE	810.00	3,839		401.0	1.9804	4.5	87%	1	0	0
