Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Annova India Electronic Pvt Ltd	1962.00	2	6-7 days	0.0	1.0	4.5	100%	0	0	1
G G	2520.00	4,511	10-18 days	558.0	1.2844	4.5	87%	0	0	0
