Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
GadgetZone2020	1290.00	4,788		0.0	1.0	4.5	92%	1	0	0
Dot Com Services	1290.00	695		0.0	1.0	4	74%	1	0	0
Better Home Furniture	1290.00		5-7 days	0.0	1.0			0	0	0
Appario Retail Private Ltd	1407.00	302,274		117.0	1.0907	4.5	93%	1	1	1
