Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Grey Stone	7991.00	95		0.0	1.0	4	79%	1	0	0
Flash Distribution	7999.00	92		8.0	1.001	4.5	87%	1	0	1
Daily Shoppers	9999.00	197	5-10 days	2008.0	1.2513	4.5	92%	0	0	0
