Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Maxcart	11899.00	1		0.0	1.0	5	100%	1	0	0
MX Audio	11899.00	172		0.0	1.0	4.5	98%	1	0	1
Maxcart	11899.00	1	5-7 days	0.0	1.0	5	100%	0	0	0
Power Cart	12000.00	477		101.0	1.0085	4.5	95%	1	0	0
Power Cart	12000.00	477	5-7 days	101.0	1.0085	4.5	95%	0	0	0
MX Audio	12005.00	172	5-7 days	106.0	1.0089	4.5	98%	0	0	1
