Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
LIGHT AND MUSIC STORE	17000.00	13		0.0	1.0	4	69%	1	0	1
XTREME SOUND	17000.00	18		0.0	1.0	4	78%	1	0	0
Dj Pundits	19150.00	76	19-26 days	2150.0	1.1265	4.5	88%	0	0	0
