Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1499.00	302,273		0.0	1.0	4.5	93%	1	1	1
MAANIDHI	4215.00	7	37-51 days	2716.0	2.8119	2.5	43%	0	0	0
Global_Reseller	4600.00		5-7 days	3101.0	3.0687			0	0	0
Cart2India SLP	4679.00	1,334		3180.0	3.1214	3	53%	1	0	0
