Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	3391.00	302,155		0.0	1.0	4.5	93%	1	1	1
G G	14900.00	4,505	11-19 days	11509.0	4.394	4.5	87%	0	0	0
