Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario	318.00	929		0.0	1.0	4	71%	1	0	1
GoodAsNew!	319.00	205		1.0	1.0031	3.5	67%	1	0	0
ShivaSheesh	319.00	54		1.0	1.0031	3	50%	1	0	0
A1Price A1Products	569.00	7,008		251.0	1.7893	4.5	90%	1	0	0
