Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	2269.00	302,182		0.0	1.0	4.5	93%	1	1	1
KEI HiFi	2410.00	115		141.0	1.0621	3.5	67%	1	0	0
