Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Reliable Enterprises1	871.00	6		2.0	1.0023	4	67%	1	0	1
Appario Retail Private Ltd	871.00	302,277		2.0	1.0023	4.5	93%	1	1	0
Samrat international	869.00	7	5-7 days	0.0	1.0	4.5	86%	0	0	0
clicknsave	949.00	773		80.0	1.0921	4.5	81%	0	0	0
Cloudtrade	1399.00	235	5-7 days	530.0	1.6099	4	84%	0	0	0
FTCPL Exclusive Online ®	1399.00	45	7-8 days	530.0	1.6099	4.5	93%	0	0	0
