Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	806.00	302,320		0.0	1.0	4.5	93%	1	1	1
Electronic Corner	880.00		5-7 days	74.0	1.0918			0	0	0
APNIDUKAN	959.00		4-7 days	153.0	1.1898			0	0	0
RK DISTRIBUTION CHENELS	999.00			193.0	1.2395			0	0	0
Teleecare Network	1299.00	120		493.0	1.6117	4	69%	1	0	0
