Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	2396.00	302,280		0.0	1.0	4.5	93%	1	1	1
Peach Imports	4999.00	498	18-25 days	2603.0	2.0864	4.5	84%	0	0	0
