Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amaz-on Exclusive Online Store	7500.00	190	6-8 days	0.0	1.0	4	80%	0	0	1
AST Japan	12670.44	260	17-25 days	5170.44	1.6894	4.5	92%	0	0	0
