Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
AP RETAILS	3999.00	3		0.0	1.0	4.5	100%	1	0	0
GoodAsNew!	3999.00	205		0.0	1.0	3.5	67%	1	0	1
Rama's Shop Packers	4445.63	45		446.63	1.1117	4.5	89%	1	0	0
