Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
XANDZERO	5997.00	627		0.0	1.0	4.5	87%	1	0	1
Zupitex	5998.00	942		1.0	1.0002	5	100%	1	0	0
