Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
CLICKBUY	2399.00	959		0.0	1.0	4.5	88%	1	0	0
Appario Retail Private Ltd	2399.00	302,155		0.0	1.0	4.5	93%	1	1	1
MUZIK HUB	2999.00	4,243		600.0	1.2501	4.5	92%	1	0	0
