Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cart2India SLP	11544.00	1,334	10-18 days	0.0	1.0	3	53%	0	0	1
Peach Imports	13499.00	498	13-20 days	1955.0	1.1694	4.5	84%	0	0	0
Kiron	21560.00	476	10-18 days	10016.0	1.8676	5	100%	0	0	0
