Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1999.00	302,274		0.0	1.0	4.5	93%	1	1	1
INNOVATIONS & MORE	2250.00	4		251.0	1.1256	4	75%	0	0	0
Cannycom Store	2449.00	696		450.0	1.2251	4.5	93%	1	0	0
24*7DEALS	2549.00	2,147		550.0	1.2751	2.5	41%	1	0	0
THENIRVANASHOPS	2578.00	8		579.0	1.2896	4.5	88%	1	0	0
Cannycom Store	2449.00	696	5-7 days	450.0	1.2251	4.5	93%	0	0	0
