Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cannycom Store	299.00	696		0.0	1.0	4.5	93%	1	0	0
Appario Retail Private Ltd	299.00	302,375		0.0	1.0	4.5	93%	1	1	1
Olympia Electronics SLP	299.00	727		0.0	1.0	4	82%	1	0	0
True Accessories	395.00	196		96.0	1.3211	4.5	91%	1	0	0
R S Trade	399.00	352		100.0	1.3344	4.5	94%	1	0	0
Mega_tronics	399.00	2,757		100.0	1.3344	4	85%	1	0	0
Cannycom Store	299.00	696		0.0	1.0	4.5	93%	0	0	0
Bro enter	399.00		6-7 days	100.0	1.3344			0	0	0
Gadgetfreakz75	405.00	73		106.0	1.3545	3.5	59%	0	0	0
