Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
on the web	9990.00	10,867		0.0	1.0	4	82%	1	0	1
Peach Imports	19999.00	498	12-19 days	10009.0	2.0019	4.5	84%	0	0	0
Kiron	39745.00	476	10-18 days	29755.0	3.9785	5	100%	0	0	0
