Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	243.00	302,325		0.0	1.0	4.5	93%	1	1	1
Cool Mango	249.00	4,518		6.0	1.0247	4.5	98%	1	0	0
Cool Mango	269.00	4,518		26.0	1.107	4.5	98%	0	0	0
