Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Express Delivery Retail	1280.00	849		0.0	1.0	4	83%	1	0	1
KEI HiFi	1359.00	115		79.0	1.0617	3.5	67%	1	0	0
