Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	6349.00	302,150		0.0	1.0	4.5	93%	1	1	1
ProAudioVideo	6350.00	292		1.0	1.0002	3.5	67%	0	0	0
Musician Jack	6990.00	658		641.0	1.101	4.5	86%	1	0	0
Cart2India SLP	14589.00	1,333	11-19 days	8240.0	2.2978	3	53%	0	0	0
