Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Portronics Digital Pvt Ltd	1999.00	917	5-7 days	0.0	1.0	4.5	95%	0	0	1
Classic Network and Computers	2117.00	1,925	5-7 days	118.0	1.059	4	83%	0	0	0
