Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SuperNV	4999.00	4		0.0	1.0	3	50%	1	0	0
Cannycom Store	4999.00	696		0.0	1.0	4.5	93%	1	0	1
SkyflyNow	4999.00	1	6-8 days	0.0	1.0	5	100%	0	0	0
SuperNV	4999.00	4	6-8 days	0.0	1.0	3	50%	0	0	0
