Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ACCESS	4485.00	104	6-8 days	0.0	1.0	4	70%	0	0	0
Appario Retail Private Ltd	4662.00	302,155		177.0	1.0395	4.5	93%	1	1	1
micronix infosol	4599.00	3	6-8 days	114.0	1.0254	3.5	67%	0	0	0
XANDZERO	4999.00	627		514.0	1.1146	4.5	87%	1	0	0
