Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1696.00	302,274		0.0	1.0	4.5	93%	1	1	1
Express Delivery Retail	1699.00	849		3.0	1.0018	4	83%	1	0	0
Vouch e-Venture	1739.00	3		43.0	1.0254	4.5	100%	1	0	0
