Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Umath Store India	475.00	120		0.0	1.0	4	65%	1	0	1
Cambium Retail	595.00	8,887		120.0	1.2526	4.5	89%	1	0	0
Kohinoor06	595.00	4		120.0	1.2526	2.5	50%	1	0	0
MrDeal	698.00	16		223.0	1.4695	4	79%	1	0	0
