Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
GURUS STORE	1290.00	8		0.0	1.0	4.5	88%	0	0	0
Appario Retail Private Ltd	1299.00	302,275		9.0	1.007	4.5	93%	1	1	1
CaymanSquare	1449.00	249		159.0	1.1233	4	78%	1	0	0
