Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ecomstars	2890.00	2,859		0.0	1.0	4	82%	1	0	0
STAR-MARK	2890.00	1,159		0.0	1.0	4	72%	1	0	1
