Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1699.00	302,348		0.0	1.0	4.5	93%	1	1	1
PC Gaming Guru	1999.00	576	10-11 days	300.0	1.1766	4.5	87%	0	0	0
