Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1999.00	302,375		0.0	1.0	4.5	93%	1	1	1
itglobal	2988.00	602		989.0	1.4947	4.5	89%	1	0	0
