Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
GO WIRELESS	974.00		2-3 days	0.0	1.0			0	0	0
Rajkamal Tele Services	1027.00	21		53.0	1.0544	4.5	95%	1	0	1
The Technology Touch	1040.00	60	5-7 days	66.0	1.0678	4	73%	0	0	0
NT GROUP	1040.00		5-7 days	66.0	1.0678			0	0	0
Enterpriseskesar	1049.00		8-9 days	75.0	1.077			0	0	0
EXECLUSIVE STORE	985.00	31	5-7 days	11.0	1.0113	4	81%	0	0	0
EXPERT COMPUTER SOLUTIONS	1698.00			724.0	1.7433			0	0	0
