Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Peach Imports	11399.00	498	13-20 days	0.0	1.0	4.5	84%	0	0	1
G G	13068.00	4,505	11-19 days	1669.0	1.1464	4.5	87%	0	0	0
Cart2India SLP	15238.00	1,333	11-19 days	3839.0	1.3368	3	53%	0	0	0
Kiron	29235.00	476	11-19 days	17836.0	2.5647	5	100%	0	0	0
