Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	409.00	302,362		0.0	1.0	4.5	93%	1	1	1
Pixels Trading	489.00	8	4-6 days	80.0	1.1956	3.5	75%	0	0	0
Resonance world	525.00	350		116.0	1.2836	4.5	89%	1	0	0
LIFESTYLES	525.00	897		116.0	1.2836	4.5	89%	1	0	0
