Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MEGADEALS	1299.00	7		19.0	1.0148	4.5	100%	1	0	1
Galaxie India	1360.00	59		80.0	1.0625	4.5	100%	1	0	0
EXECLUSIVE STORE	1280.00	31	5-7 days	0.0	1.0	4	81%	0	0	0
Rexom	1299.00	4	5-7 days	19.0	1.0148	4	75%	0	0	0
