Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
B Online Store	2090.00	229	6-7 days	0.0	1.0	5	100%	0	0	1
Forerun computers	2200.00	1		110.0	1.0526	5	100%	1	0	0
GAMERS ZONE INDIA	2300.00			210.0	1.1005			0	0	0
