Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Olympia Electronics SLP	4999.00	727		0.0	1.0	4	80%	1	0	0
True Accessories	4999.00	196		0.0	1.0	4.5	91%	1	0	0
A1Price A1Products	4999.00	7,008		0.0	1.0	4.5	90%	1	0	0
Appario Retail Private Ltd	4999.00	302,337		0.0	1.0	4.5	93%	1	1	1
S & S Company	5994.00	2,830		995.0	1.199	4	79%	1	0	0
Mega_tronics	6999.00	2,757		2000.0	1.4001	4	85%	1	0	0
