Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
HAPPY BEAM	1100.00	2	10-11 days	0.0	1.0	3	50%	0	0	1	2020-08-01 06:47:26.307857
Cloudtail India	1230.00			130.0	1.1182	4.5	89%	1	1	0	2020-08-01 06:47:26.307857
Atlantic LLC	1240.00	70		140.0	1.1273	4	82%	1	0	0	2020-08-01 06:47:26.307857
Olympia Industries Ltd	1393.00			293.0	1.2664	4.5	89%	1	0	0	2020-08-01 06:47:26.307857
Discount Junction	1969.00	417		869.0	1.79	3.5	61%	0	0	0	2020-08-01 06:47:26.307857
Timex Avtansh	1969.00	2		869.0	1.79	5	100%	0	0	0	2020-08-01 06:47:26.307857
