Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	879.00			0.0	1.0	4.5	89%	1	1	1	2020-08-01 06:47:26.307857
Timex Avtansh	1049.00	2		170.0	1.1934	5	100%	1	0	0	2020-08-01 06:47:26.307857
Discount Junction	1049.00	417		170.0	1.1934	3.5	61%	0	0	0	2020-08-01 06:47:26.307857
Timex Avtansh	1049.00	2		170.0	1.1934	5	100%	0	0	0	2020-08-01 06:47:26.307857
Shantam International	1075.00	6		196.0	1.223	4	83%	0	0	0	2020-08-01 06:47:26.307857
