Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	2389.00			0.0	1.0	4.5	89%	1	1	1	2020-08-01 06:47:26.307857
Backpack World	2399.00			10.0	1.0042	4	85%	1	0	0	2020-08-01 06:47:26.307857
BagStop	2400.00	58	10-11 days	11.0	1.0046	3.5	57%	0	0	0	2020-08-01 06:47:26.307857
Yash Entp	2599.00	51	5-6 days	210.0	1.0879	4	82%	0	0	0	2020-08-01 06:47:26.307857
V-THREE	2699.00	4		310.0	1.1298	4	75%	0	0	0	2020-08-01 06:47:26.307857
