Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
RS ENTERPRISES	1227.00	20		0.0	1.0	4	80%	1	0	0	2020-08-26 15:50:48.934006
E-Shop Retail	1228.00	84		1.0	1.0008	4.5	88%	1	0	0	2020-08-26 15:50:48.934006
Catchy Bags	1228.00	124		1.0	1.0008	4.5	94%	1	0	1	2020-08-26 15:50:48.934006
Earth industries	1229.00	30	6-7 days	2.0	1.0016	3	42%	0	0	0	2020-08-26 15:50:48.934006
JKM ENTERPRISES INDIA	1266.00	4	6-7 days	39.0	1.0318	3.5	75%	0	0	0	2020-08-26 15:50:48.934006
EVAN	1270.00			43.0	1.035	4.5	94%	1	0	0	2020-08-26 15:50:48.934006
DEALS AMAZING	1397.00			170.0	1.1385	4	77%	1	0	0	2020-08-26 15:50:48.934006
TODAY'S DEAL	1397.00			170.0	1.1385	4	80%	1	0	0	2020-08-26 15:50:48.934006
Safari's luggage world	1918.00	27	6-7 days	691.0	1.5632	4	74%	0	0	0	2020-08-26 15:50:48.934006
gsienterprises	1918.00	6	6-7 days	691.0	1.5632	3	50%	0	0	0	2020-08-26 15:50:48.934006
