Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	599.00			0.0	1.0	4.5	90%	1	1	1	2020-07-14 10:31:00.435128
LAVIE*	1793.00	1	10-12 days	1194.0	2.9933	4	100%	0	0	0	2020-07-14 10:31:00.435128
