Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Zero7 Enterprise	3500.00	168		0.0	1.0	4.5	87%	1	0	0	2020-07-13 23:15:58.844103
Perusal	3500.00	641		0.0	1.0	4.5	89%	1	0	1	2020-07-13 23:15:58.844103
Cloudtail India	3500.00			0.0	1.0	4.5	90%	1	1	0	2020-07-13 23:15:58.844103
