Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1270.00			0.0	1.0	4.5	90%	1	1	1	2020-07-27 12:55:16.569351
INFOCOM LTD	1295.00	58		25.0	1.0197	4	81%	0	0	0	2020-07-27 12:55:16.569351
