Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	1049.00	70		0.0	1.0	4	82%	1	0	1	2020-08-01 01:43:30.807179
Autonx	1049.00	224	5-6 days	0.0	1.0	4.5	90%	0	0	0	2020-08-01 01:43:30.807179
Supreme Sports & Uniforms	1120.00	63	10-11 days	71.0	1.0677	4	86%	0	0	0	2020-08-01 01:43:30.807179
SUMITRA SALES AND MARKETING	1430.00			381.0	1.3632			0	0	0	2020-08-01 01:43:30.807179
Harricane	1500.00			451.0	1.4299	3.5	66%	0	0	0	2020-08-01 01:43:30.807179
The Skool Shoppe	1635.00	250	8-11 days	586.0	1.5586			0	0	0	2020-08-01 01:43:30.807179
