Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	999.00	70		0.0	1.0	4	82%	1	0	1	2020-08-25 23:12:38.413569
MORE BUY	1008.90	38	7-8 days	9.9	1.0099	3	50%	0	0	0	2020-08-25 23:12:38.413569
Cloudtail India	1083.00			84.0	1.0841	4.5	89%	1	1	0	2020-08-25 23:12:38.413569
Catchy Bags	1182.00	124		183.0	1.1832	4.5	94%	1	0	0	2020-08-25 23:12:38.413569
Digitaly yours	1185.00	36	7-8 days	186.0	1.1862	3	53%	0	0	0	2020-08-25 23:12:38.413569
Backpack World	1218.00		5-6 days	219.0	1.2192	4	81%	0	0	0	2020-08-25 23:12:38.413569
BagStop	1350.00	58		351.0	1.3514	3.5	57%	0	0	0	2020-08-25 23:12:38.413569
cloudind	1499.00		5-6 days	500.0	1.5005	4.5	94%	0	0	0	2020-08-25 23:12:38.413569
Harricane	1500.00	254	7-8 days	501.0	1.5015	3.5	64%	0	0	0	2020-08-25 23:12:38.413569
TRENZY WORLD	1550.00	1		551.0	1.5516	4	100%	0	0	0	2020-08-25 23:12:38.413569
Brands India	1590.00	252		591.0	1.5916	4	89%	1	0	0	2020-08-25 23:12:38.413569
V-THREE	1960.00	4		961.0	1.962	4	75%	0	0	0	2020-08-25 23:12:38.413569
gsienterprises	2240.00	6	6-7 days	1241.0	2.2422	3	50%	0	0	0	2020-08-25 23:12:38.413569
Purvas Shoppe	2240.00	19	7-8 days	1241.0	2.2422	4.5	95%	0	0	0	2020-08-25 23:12:38.413569
