Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	999.00	70		0.0	1.0	4	82%	1	0	1	2020-08-27 10:35:20.362699
MORE BUY	1008.90	38	7-11 days	9.9	1.0099	3	50%	0	0	0	2020-08-27 10:35:20.362699
Cloudtail India	1083.00			84.0	1.0841	4.5	89%	1	1	0	2020-08-27 10:35:20.362699
Catchy Bags	1182.00	124		183.0	1.1832	4.5	94%	1	0	0	2020-08-27 10:35:20.362699
Digitaly yours	1185.00	36	8-11 days	186.0	1.1862	3	53%	0	0	0	2020-08-27 10:35:20.362699
Backpack World	1218.00		5-8 days	219.0	1.2192	4	81%	0	0	0	2020-08-27 10:35:20.362699
BagStop	1350.00	58	11-12 days	351.0	1.3514	3.5	57%	0	0	0	2020-08-27 10:35:20.362699
cloudind	1499.00		5-9 days	500.0	1.5005	4.5	94%	0	0	0	2020-08-27 10:35:20.362699
Harricane	1500.00	254	7-10 days	501.0	1.5015	3.5	64%	0	0	0	2020-08-27 10:35:20.362699
TRENZY WORLD	1550.00	1	11-13 days	551.0	1.5516	4	100%	0	0	0	2020-08-27 10:35:20.362699
Brands India	1590.00	252		591.0	1.5916	4	89%	1	0	0	2020-08-27 10:35:20.362699
V-THREE	1960.00	4	4-5 days	961.0	1.962	4	75%	0	0	0	2020-08-27 10:35:20.362699
gsienterprises	2240.00	6	6-8 days	1241.0	2.2422	3	50%	0	0	0	2020-08-27 10:35:20.362699
Purvas Shoppe	2240.00	19	7-9 days	1241.0	2.2422	4.5	95%	0	0	0	2020-08-27 10:35:20.362699
