Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Zeus Fabrics	845.00	28		0.0	1.0	4.5	96%	1	0	1	2020-07-16 08:00:26.946981
WOMAN ERA	849.00	7	8-10 days	4.0	1.0047	4.5	86%	0	0	0	2020-07-16 08:00:26.946981
LAGGAGE	1049.00	5	1-5 days	204.0	1.2414	3	40%	0	0	0	2020-07-16 08:00:26.946981
The Skool Shoppe	1310.00		8-10 days	465.0	1.5503			0	0	0	2020-07-16 08:00:26.946981
Sh Bala Ji Bag House	1745.00		7-10 days	900.0	2.0651			0	0	0	2020-07-16 08:00:26.946981
