Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	519.00			0.0	1.0	4.5	89%	1	1	1	2020-08-29 09:06:08.443964
INDIA'S BEST COMPETITIVE PRICES	799.00	65	9-12 days	280.0	1.5395	2.5	34%	0	0	0	2020-08-29 09:06:08.443964
GLOBAL HOME DECOR	1295.00	40	6-7 days	776.0	2.4952	3	45%	0	0	0	2020-08-29 09:06:08.443964
