Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Click At Luggage	1180.00	714		0.0	1.0	4.5	95%	1	0	1	2020-08-29 09:06:08.443964
Harricane	1195.00	254		15.0	1.0127	3.5	64%	1	0	0	2020-08-29 09:06:08.443964
Verizoni LLC	1249.00			69.0	1.0585	4	72%	1	0	0	2020-08-29 09:06:08.443964
Be Fit 12013	1190.00	33	9-12 days	10.0	1.0085	3.5	61%	0	0	0	2020-08-29 09:06:08.443964
