Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
HMINTERNATIONAL	499.00	681		0.0	1.0	4	81%	1	0	1	2020-08-29 09:06:08.443964
HMINTERNATIONAL	499.00	681	3-4 days	0.0	1.0	4	81%	0	0	1	2020-08-29 09:06:08.443964
