Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
BAGS HI BAG	1070.00	72		0.0	1.0	3.5	69%	1	0	1	2020-07-30 07:50:01.219240
Desert Retail	1070.00	28	8-10 days	0.0	1.0	4	79%	0	0	0	2020-07-30 07:50:01.219240
Cloudtail India	1145.00			75.0	1.0701	4.5	89%	1	1	0	2020-07-30 07:50:01.219240
THE CONNECT	1150.00	8	10-11 days	80.0	1.0748	4	75%	0	0	0	2020-07-30 07:50:01.219240
BAG STREET	1180.00	379		110.0	1.1028	4.5	91%	1	0	0	2020-07-30 07:50:01.219240
Deals7x24	1250.00	44	10-11 days	180.0	1.1682	4	73%	0	0	0	2020-07-30 07:50:01.219240
YATEE TRADING COMPANY	1358.00	94		288.0	1.2692	4	78%	1	0	0	2020-07-30 07:50:01.219240
Balaji E	1358.00	34		288.0	1.2692	4	76%	1	0	0	2020-07-30 07:50:01.219240
Ocean Bag	1330.00	6	8-10 days	260.0	1.243	4.5	83%	0	0	0	2020-07-30 07:50:01.219240
BagStop	1351.00	58	11-12 days	281.0	1.2626	3.5	57%	0	0	0	2020-07-30 07:50:01.219240
Desert Retail	1350.00	28		280.0	1.2617	4	79%	0	0	0	2020-07-30 07:50:01.219240
eLITESPORTS	1506.00	594	7-8 days	436.0	1.4075	4.5	90%	0	0	0	2020-07-30 07:50:01.219240
cloudind	1649.00		8-10 days	579.0	1.5411	4.5	90%	0	0	0	2020-07-30 07:50:01.219240
Brands India	1690.00	249		620.0	1.5794	4	89%	1	0	0	2020-07-30 07:50:01.219240
SmileyEbiz	1699.00	1	8-10 days	629.0	1.5879	1	0%	0	0	0	2020-07-30 07:50:01.219240
V-THREE	1832.00	4		762.0	1.7121	4	75%	0	0	0	2020-07-30 07:50:01.219240
SmileyEbiz	1849.00	1	8-10 days	779.0	1.728	1	0%	0	0	0	2020-07-30 07:50:01.219240
gsienterprises	1832.00	6	7-10 days	762.0	1.7121	3	50%	0	0	0	2020-07-30 07:50:01.219240
The Skool Shoppe	1961.00			891.0	1.8327			0	0	0	2020-07-30 07:50:01.219240
