Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	1160.00	70		0.0	1.0	4	83%	1	0	1	2020-07-14 15:28:06.961094
EFLIP BAGGSKART ECOMMERCE PVT LTD	1160.00	35		0.0	1.0	2.5	41%	0	0	0	2020-07-14 15:28:06.961094
Catchy Bags	1165.00	124		5.0	1.0043	4.5	96%	1	0	0	2020-07-14 15:28:06.961094
Digitaly yours	1185.00	36	8-9 days	25.0	1.0216	3	53%	0	0	0	2020-07-14 15:28:06.961094
Backpack World	1218.00		6-7 days	58.0	1.05	4.5	94%	0	0	0	2020-07-14 15:28:06.961094
BagStop	1350.00	58	8-9 days	190.0	1.1638	3.5	57%	0	0	0	2020-07-14 15:28:06.961094
cloudind	1499.00		5-6 days	339.0	1.2922	4.5	87%	0	0	0	2020-07-14 15:28:06.961094
Harricane	1500.00	249	7-8 days	340.0	1.2931	3.5	66%	0	0	0	2020-07-14 15:28:06.961094
Brands India	1590.00	247		430.0	1.3707	4.5	89%	1	0	0	2020-07-14 15:28:06.961094
Standard enterprise	1550.00	1	9-10 days	390.0	1.3362	4	100%	0	0	0	2020-07-14 15:28:06.961094
V-THREE	1960.00	4	6-7 days	800.0	1.6897	4	75%	0	0	0	2020-07-14 15:28:06.961094
gsienterprises	2240.00	6	7-8 days	1080.0	1.931	3	50%	0	0	0	2020-07-14 15:28:06.961094
Purvas Shoppe	2240.00	18	6-7 days	1080.0	1.931	4.5	94%	0	0	0	2020-07-14 15:28:06.961094
