Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
RS ENTERPRISES	1025.00	19		0.0	1.0	4	79%	1	0	1	2020-08-03 17:48:15.380713
E-Shop Retail	1026.00	81		1.0	1.001	4.5	86%	1	0	0	2020-08-03 17:48:15.380713
AnandEnterprisesForU	1028.00	11		3.0	1.0029	3.5	73%	1	0	0	2020-08-03 17:48:15.380713
TODAY'S DEAL	1059.00			34.0	1.0332	4	80%	1	0	0	2020-08-03 17:48:15.380713
DEALS AMAZING	1059.00			34.0	1.0332	4	80%	1	0	0	2020-08-03 17:48:15.380713
A Bags world	1059.50	62		34.5	1.0337	3.5	69%	1	0	0	2020-08-03 17:48:15.380713
BAGS HI BAG	1063.00	72		38.0	1.0371	3.5	68%	1	0	0	2020-08-03 17:48:15.380713
THE CONNECT	1066.00	8		41.0	1.04	4	75%	0	0	0	2020-08-03 17:48:15.380713
E-TECH RETAIL	1099.00	1	9-10 days	74.0	1.0722	5	100%	0	0	0	2020-08-03 17:48:15.380713
CONCEPTENTERPRISES	1199.00		7-8 days	174.0	1.1698			0	0	0	2020-08-03 17:48:15.380713
TRENZY WORLD	1247.00			222.0	1.2166	4	100%	0	0	0	2020-08-03 17:48:15.380713
Viva Bags	1249.00	1	6-7 days	224.0	1.2185	4	75%	0	0	0	2020-08-03 17:48:15.380713
BagStop	1175.00	8		150.0	1.1463	3.5	57%	0	0	0	2020-08-03 17:48:15.380713
Backpack World	1290.00	58		265.0	1.2585	4	83%	0	0	0	2020-08-03 17:48:15.380713
Deepsum Bags	1900.00		7-8 days	875.0	1.8537	5	100%	0	0	0	2020-08-03 17:48:15.380713
gsienterprises	1918.00	4	6-7 days	893.0	1.8712	3	50%	0	0	0	2020-08-03 17:48:15.380713
