Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	1190.00	70		0.0	1.0	4	83%	1	0	0	2020-07-15 16:11:17.333846
Cloudtail India	1191.00			1.0	1.0008	4.5	90%	1	1	1	2020-07-15 16:11:17.333846
